latitude,longitude,MaxPrice,AvgPrice,AVG / MAX,Prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.54867778,-82.61616389,3000,3000,100%,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.55413889,-82.60774722,15500,7026,45%,,4995,5429,4991,4895,5722,3700,2998,10200,2997,15500,9500,10700,9500,9000,12900,6738,6000,7495,6800,8752,5429,5500,6558,5000,4500,4995,6999,6950,9000,,,
38.55413889,-82.60774722,15500,7026,45%,,4995,5429,4991,4895,5722,3700,2998,10200,2997,15500,9500,10700,9500,9000,12900,6738,6000,7495,6800,8752,5429,5500,6558,5000,4500,4995,6999,6950,9000,,,
38.55413889,-82.60774722,13000,13000,100%,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.55495,-82.60688333,12995,10813,83%,,9795,9849,10790,10932,10937,10950,11349,11353,11502,11676,11689,11797,11800,11988,12995,9300,9443,9989,10866,10970,11495,11990,11990,11990,8500,8750,9390,9750,9750,,,
38.55495,-82.60688333,12995,10813,83%,,9795,9849,10790,10932,10937,10950,11349,11353,11502,11676,11689,11797,11800,11988,12995,9300,9443,9989,10866,10970,11495,11990,11990,11990,8500,8750,9390,9750,9750,,,
38.55558889,-82.451025,24990,21793,87%,,24990,18595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.55558889,-82.451025,24990,21793,87%,,24990,18595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.55558889,-82.451025,24990,21793,87%,,24990,18595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.55736111,-82.66688333,12995,9707,75%,,11990,7985,9823,10500,11000,11500,11900,8949,11110,11400,11995,12990,12995,7250,7797,8500,8795,8900,8900,9500,9800,10695,12000,7998,8500,9995,2985,9250,6494,,,
38.56088889,-82.29488056,9627,7313,76%,,4998,9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.56201667,-82.63706667,22000,22000,100%,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
