-84.847153,41.702538,69393
-84.847153,41.6865048,69393
-84.847153,41.6704716,69876
-84.847153,41.6544384,69876
-84.847153,41.6384052,69876
-84.847153,41.622372,72777
-84.847153,41.6063388,70414
-84.847153,41.5903056,69012
-84.847153,41.5742724,74428
-84.847153,41.5582392,71837
-84.847153,41.542206,71837
-84.847153,41.5261728,72073
-84.847153,41.5101396,71920
-84.847153,41.4941064,71085
-84.847153,41.4780732,71085
-84.847153,41.46204,73443
-84.847153,41.4460068,64116
-84.847153,41.4299736,60983
-84.847153,41.4139404,66098
-84.847153,41.3979072,53416
-84.847153,41.381874,72551
-84.847153,41.3658408,78788
-84.847153,41.3498076,72788
-84.847153,41.3337744,75330
-84.847153,41.3177412,82671
-84.847153,41.301708,84447
-84.847153,41.2856748,86613
-84.847153,41.2696416,86960
-84.847153,41.2536084,82660
-84.847153,41.2375752,85060
-84.847153,41.221542,86043
-84.847153,41.2055088,86625
-84.847153,41.1894756,84043
-84.847153,41.1734424,84043
-84.847153,41.1574092,81706
-84.847153,41.141376,81432
-84.847153,41.1253428,73815
-84.847153,41.1093096,74479
-84.847153,41.0932764,74479
-84.847153,41.0772432,74819
-84.847153,41.06121,98363
-84.847153,41.0451768,100513
-84.847153,41.0291436,97868
-84.847153,41.0131104,99475
-84.847153,40.9970772,97526
-84.847153,40.981044,102748
-84.847153,40.9650108,99786
-84.847153,40.9489776,104786
-84.847153,40.9329444,108704
-84.847153,40.9169112,107736
-84.847153,40.900878,105257
-84.847153,40.8848448,119060
-84.847153,40.8688116,117662
-84.847153,40.8527784,102154
-84.847153,40.8367452,94182
-84.847153,40.820712,112018
-84.847153,40.8046788,110984
-84.847153,40.7886456,109912
-84.847153,40.7726124,131335
-84.847153,40.7565792,137637
-84.847153,40.740546,140155
-84.847153,40.7245128,155398
-84.847153,40.7084796,150941
-84.847153,40.6924464,135852
-84.847153,40.6764132,135852
-84.847153,40.66038,137724
-84.847153,40.6443468,126157
-84.847153,40.6283136,111580
-84.847153,40.6122804,102999
-84.847153,40.5962472,102999
-84.847153,40.580214,103592
-84.847153,40.5641808,99600
-84.847153,40.5481476,87858
-84.847153,40.5321144,87858
-84.847153,40.5160812,87259
-84.847153,40.500048,86548
-84.847153,40.4840148,85884
-84.847153,40.4679816,85490
-84.847153,40.4519484,85490
-84.847153,40.4359152,89811
-84.847153,40.419882,85837
-84.847153,40.4038488,81017
-84.847153,40.3878156,79473
-84.847153,40.3717824,78053
-84.847153,40.3557492,79878
-84.847153,40.339716,81547
-84.847153,40.3236828,75998
-84.847153,40.3076496,73978
