-84.847153,41.702538,69393
-84.847153,41.6704716,69876
-84.847153,41.6384052,69876
-84.847153,41.6063388,70414
-84.847153,41.5742724,74428
-84.847153,41.542206,71837
-84.847153,41.5101396,71920
-84.847153,41.4780732,71085
-84.847153,41.4460068,64116
-84.847153,41.4139404,66098
-84.847153,41.381874,72551
-84.847153,41.3498076,72788
-84.847153,41.3177412,82671
-84.847153,41.2856748,86613
-84.847153,41.2536084,82660
-84.847153,41.221542,86043
-84.847153,41.1894756,84043
-84.847153,41.1574092,81706
-84.847153,41.1253428,73815
-84.847153,41.0932764,74479
-84.847153,41.06121,98363
-84.847153,41.0291436,97868
-84.847153,40.9970772,97526
-84.847153,40.9650108,99786
-84.847153,40.9329444,108704
-84.847153,40.900878,105257
-84.847153,40.8688116000001,117662
-84.847153,40.8367452000001,94182
-84.847153,40.8046788000001,110984
-84.847153,40.7726124000001,131335
-84.847153,40.7405460000001,140155
-84.847153,40.7084796000001,150941
-84.847153,40.6764132000001,135852
-84.847153,40.6443468000001,126157
-84.847153,40.6122804000001,102999
-84.847153,40.5802140000001,103592
-84.847153,40.5481476000001,87858
-84.847153,40.5160812000001,87259
-84.847153,40.4840148000001,85884
-84.847153,40.4519484000001,85490
-84.847153,40.4198820000001,85837
-84.847153,40.3878156000001,79473
-84.847153,40.3557492000001,79878
-84.847153,40.3236828000001,75998
-84.847153,40.2916164000001,63306
-84.847153,40.2595500000001,52855
-84.847153,40.2274836000001,57218
-84.847153,40.1954172000001,55454
-84.847153,40.1633508000001,51368
-84.847153,40.1312844000001,48049
-84.847153,40.0992180000001,41732
-84.847153,40.0671516000001,38012
-84.847153,40.0350852000001,46498
-84.847153,40.0030188000001,46633
-84.847153,39.9709524000001,66186
-84.847153,39.9388860000001,66865
-84.847153,39.9068196000001,67984
-84.847153,39.8747532000001,59279
-84.847153,39.8426868000001,61458
-84.847153,39.8106204000001,61713
-84.847153,39.7785540000001,60767
-84.847153,39.7464876000001,60946
-84.847153,39.7144212000001,61434
-84.847153,39.6823548000001,56918
-84.847153,39.6502884000001,45132
-84.847153,39.6182220000001,52404
-84.847153,39.5861556000001,47852
-84.847153,39.5540892000001,53569
-84.847153,39.5220228000001,53675
-84.847153,39.4899564000001,56729
-84.847153,39.4578900000001,66129
-84.847153,39.4258236000001,61474
